,Last_Update,Confirmed,Deaths,Recovered,Active
304,2021-07-15 04:21:48,848322.0,6441.0,836556.0,5325.0
305,2021-07-16 04:21:22,849274.0,6443.0,837125.0,5706.0
1062,2021-07-17 04:22:22,850104.0,6444.0,837587.0,6073.0
1061,2021-07-18 04:22:07,850968.0,6446.0,837840.0,6682.0
210,2021-07-19 04:21:24,851723.0,6449.0,838463.0,6811.0
209,2021-07-20 04:21:48,852943.0,6450.0,838849.0,7644.0
406,2021-07-21 04:21:40,854434.0,6452.0,839285.0,8697.0
407,2021-07-22 04:21:19,855552.0,6454.0,839860.0,9238.0
1015,2021-07-23 04:21:29,856986.0,6457.0,840610.0,9919.0
1014,2021-07-24 00:21:36,857977.0,6457.0,841252.0,10268.0
607,2021-07-25 04:22:12,859398.0,6458.0,841667.0,11273.0
608,2021-07-26 04:21:28,860652.0,6460.0,842888.0,11304.0
249,2021-07-27 04:21:18,862717.0,6461.0,843765.0,12491.0
248,2021-07-28 04:21:39,864912.0,6461.0,844619.0,13832.0
1102,2021-07-29 04:21:33,867240.0,6462.0,845805.0,14973.0
1100,2021-07-30 04:21:34,869063.0,6466.0,846964.0,15633.0
125,2021-07-31 04:21:35,871343.0,6469.0,848364.0,16510.0
